botid, date, time, press, theta, sigma, temp, csal, coxy, bsal, boxy, dic, ph, alk, phos, nit, sil, no2, 
#, mmddyy, hhmmss, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, PSS-78, umol/kg, umol/kg,  , ueq/kg, umol/kg, umol/kg, umol/kg, nmol/kg, 
0020200304, 120288, 040928, 1807.8,  2.1763, 27.638,  2.3010, 34.6014,   81.9, 34.6021,   81.9,    -9.0, -9.000,    -9,   2.91,  40.09, 149.54,   -9.0,
0020200303, 120288, 040504, 1995.9,  1.9353, 27.670,  2.0725, 34.6171,   89.0, 34.6172,   91.1,    -9.0, -9.000,    -9,   2.82,  39.94, 153.95,   -9.0,
0020200302, 120288, 035617, 2207.1,  1.7338, 27.697,  1.8861, 34.6318,   96.9, 34.6323,   97.3,    -9.0, -9.000,    -9,   2.78,  39.44, 158.35,   -9.0,
0020200301, 120288, 035207, 2413.5,  1.5649, 27.721,  1.7325, 34.6454,  105.5, 34.6459,  105.3,    -9.0, -9.000,    -9,   2.72,  38.78, 162.28,   -9.0,
0020200411, 120288, 104126,   15.6, 25.7050, 23.104, 25.7084, 34.9703,   -9.0, -9.0000,  207.3,    -9.0, -9.000,    -9,   0.09,   0.07,   0.05,   -9.0,
0020200410, 120288, 103231,   99.5, 23.2623, 23.929, 23.2828, 35.0917,   -9.0, -9.0000,  209.3,    -9.0, -9.000,    -9,   0.11,   0.18,   1.22,   -9.0,
0020200409, 120288, 103002,  136.4, 21.4198, 24.520, 21.4463, 35.1840,   -9.0, -9.0000,  199.6,    -9.0, -9.000,    -9,   0.19,   0.12,   1.82,   -9.0,
0020200408, 120288, 102305,  173.3, 19.9223, 24.870, 19.9543, 35.1129,   -9.0, -9.0000,  192.8,    -9.0, -9.000,    -9,   0.25,   2.23,   2.01,   -9.0,
0020200407, 120288, 102024,  238.0, 16.4192, 25.468, 16.4576, 34.7614,   -9.0, -9.0000,  212.4,    -9.0, -9.000,    -9,   0.34,   3.43,   3.58,   -9.0,
0020200406, 120288, 101056,  322.5, 11.8187, 26.025, 11.8603, 34.2286,   -9.0, -9.0000,  207.7,    -9.0, -9.000,    -9,   0.87,  11.29,  11.43,   -9.0,
0020200405, 120288, 100813,  433.3,  8.8967, 26.409,  8.9436, 34.0735,   -9.0, -9.0000,  179.9,    -9.0, -9.000,    -9,   1.49,  20.20,  26.54,   -9.0,
0020200404, 120288, 100019,  494.5,  7.4879, 26.590,  7.5364, 34.0341,   -9.0, -9.0000,  142.9,    -9.0, -9.000,    -9,   1.94,  26.47,  41.26,   -9.0,
0020200403, 120288, 095807,  526.2,  7.1405, 26.637,  7.1910, 34.0324,   -9.0, -9.0000,  127.2,    -9.0, -9.000,    -9,   2.09,  28.43,  45.78,   -9.0,
0020200402, 120288, 095049,  575.0,  6.0708, 26.781,  6.1214, 34.0344,   -9.0, -9.0000,   91.9,    -9.0, -9.000,    -9,   2.46,  33.67,  61.28,   -9.0,
0020200401, 120288, 094834,  637.8,  5.4022, 26.953,  5.4555, 34.1481,   -9.0, -9.0000,   48.6,    -9.0, -9.000,    -9,   2.84,  38.36,  78.93,   -9.0,
0020200510, 120288, 142015,    1.5, 25.6141, 23.144, 25.6144, 34.9858,  207.1, 34.9870,  206.1,  1958.1, -9.000,    -9,   0.09,   0.05,   1.03,   -9.0,
0020200509, 120288, 141852,   21.2, 25.6074, 23.148, 25.6120, 34.9874,  209.0, -9.0000,  206.2,  1961.1, -9.000,    -9,   0.09,   0.05,   1.03,   -9.0,
0020200508, 120288, 141745,   46.2, 25.5869, 23.156, 25.5971, 34.9908,  213.8, -9.0000,  206.1,  1955.2, -9.000,    -9,   0.08,   0.07,   0.05,   -9.0,
0020200507, 120288, 141647,   71.1, 25.4512, 23.202, 25.4668, 34.9960,  211.3, -9.0000,  207.7,  1960.0, -9.000,    -9,   0.08,   0.05,   1.03,   -9.0,
0020200506, 120288, 141521,   97.9, 23.5445, 23.833, 23.5648, 35.0740,  205.5, -9.0000,  206.9,    -9.0, -9.000,    -9,   0.12,   0.21,   1.03,   -9.0,
0020200505, 120288, 141354,  122.9, 22.3731, 24.232, 22.3977, 35.1547,  201.0, -9.0000,  199.1,  2007.2, -9.000,    -9,   0.18,   0.72,   2.01,   -9.0,
0020200504, 120288, 141204,  148.6, 21.1111, 24.582, 21.1397, 35.1535,  190.5, -9.0000,  191.1,  2028.0, -9.000,    -9,   0.22,   1.61,   2.21,   -9.0,
0020200503, 120288, 140959,  177.6, 19.8505, 24.918, 19.8832, 35.1512,  190.6, 35.1328,   -9.0,  2034.9, -9.000,    -9,   0.23,   2.03,   2.40,   -9.0,
0020200502, 120288, 140254,  556.8,  6.3792, 26.750,  6.4295, 34.0456,  110.1, 34.0441,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200501, 120288, 135442, 1013.9,  3.8469, 27.387,  3.9231, 34.4781,   46.9, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200604, 120288, 170444,    2.1, 25.6135, 23.143, 25.6140, 34.9846,   -9.0, 34.9835,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200603, 120288, 170324,   24.1, 25.5785, 23.162, 25.5838, 34.9941,   -9.0, 34.9921,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200602, 120288, 170020,  162.0, 20.6295, 24.718, 20.6601, 35.1608,   -9.0, 35.1540,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200601, 120288, 165234,  550.8,  6.1146, 26.809,  6.1632, 34.0765,   -9.0, 34.0715,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200711, 120288, 195217,    0.9, 25.6169, 23.142, 25.6171, 34.9834,   -9.0, -9.0000,   -9.0,  1956.2, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200710, 120288, 195030,   26.1, 25.5522, 23.166, 25.5580, 34.9895,   -9.0, -9.0000,   -9.0,  1958.2, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200709, 120288, 194930,   46.2, 25.5172, 23.177, 25.5274, 34.9902,   -9.0, 34.9919,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200708, 120288, 194812,   71.9, 25.3957, 23.225, 25.4115, 35.0044,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200707, 120288, 194653,   97.8, 24.1307, 23.640, 24.1513, 35.0467,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200706, 120288, 194535,  122.6, 22.7531, 24.098, 22.7780, 35.1213,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200705, 120288, 194418,  150.6, 21.3834, 24.510, 21.4127, 35.1576,   -9.0, 35.1531,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200704, 120288, 194308,  173.6, 20.3676, 24.777, 20.4001, 35.1460,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200703, 120288, 194005,  259.6, 15.4872, 25.576, 15.5274, 34.6247,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200702, 120288, 193523,  499.0,  7.3128, 26.669,  7.3612, 34.1032,   -9.0, 34.1053,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200701, 120288, 193041,  747.9,  4.7961, 27.141,  4.8560, 34.2964,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020200811, 120288, 225346,    1.6, 25.6598, 23.128, 25.6601, 34.9833,   -9.0, -9.0000,   -9.0,  1961.1, -9.000,    -9,   0.09,   0.05,   1.42,   -9.0,
0020200810, 120288, 225240,   16.2, 25.6131, 23.143, 25.6166, 34.9839,   -9.0, 34.9848,   -9.0,    -9.0, -9.000,    -9,   0.08,   0.05,   1.42,   -9.0,
0020200809, 120288, 225126,   37.8, 25.5961, 23.150, 25.6044, 34.9863,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.09,   0.07,   1.42,   -9.0,
0020200808, 120288, 225026,   57.9, 25.4474, 23.207, 25.4601, 35.0007,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.08,   0.07,   1.22,   -9.0,
0020200807, 120288, 224941,   79.2, 24.6175, 23.468, 24.6345, 35.0122,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.11,   0.07,   1.42,   -9.0,
0020200806, 120288, 224846,   98.9, 22.9833, 24.018, 23.0035, 35.1029,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.15,   0.55,   1.56,   -9.0,
0020200805, 120288, 224756,  119.7, 22.0198, 24.340, 22.0435, 35.1664,   -9.0, 35.1526,   -9.0,    -9.0, -9.000,    -9,   0.16,   0.76,   2.01,   -9.0,
0020200804, 120288, 224703,  139.8, 21.2010, 24.552, 21.2280, 35.1460,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.22,   1.59,   2.99,   -9.0,
0020200803, 120288, 224558,  161.5, 20.3366, 24.793, 20.3669, 35.1563,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.22,   1.77,   2.21,   -9.0,
0020200802, 120288, 224503,  181.1, 19.6403, 24.951, 19.6735, 35.1233,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.23,   2.05,   2.01,   -9.0,
0020200801, 120288, 224256,  258.5, 15.3642, 25.588, 15.4040, 34.6053,   -9.0, 34.6105,   -9.0,  2050.5, -9.000,    -9,   0.48,   5.35,   5.29,   -9.0,
0020200911, 120388, 014057,  277.2, 14.2477, 25.726, 14.2882, 34.4702,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.57,   6.72,   6.72,   -9.0,
0020200910, 120388, 013955,  303.3, 12.9016, 25.890, 12.9431, 34.3254,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.74,   9.21,   8.87,   -9.0,
0020200909, 120388, 013848,  354.9, 11.1023, 26.129, 11.1464, 34.1931,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   0.99,  13.14,  13.98,   -9.0,
0020200908, 120388, 013730,  404.1,  9.7645, 26.324,  9.8108, 34.1443,   -9.0, 34.1341,   -9.0,    -9.0, -9.000,    -9,   1.25,  16.96,  20.84,   -9.0,
0020200907, 120388, 013524,  506.6,  7.2396, 26.649,  7.2884, 34.0642,   -9.0, 34.0666,   -9.0,    -9.0, -9.000,    -9,   2.07,  28.10,  45.58,   -9.0,
0020200906, 120388, 013336,  605.6,  5.9588, 26.875,  6.0118, 34.1358,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   2.71,  36.29,  69.12,   -9.0,
0020200905, 120388, 013156,  705.7,  5.0284, 27.080,  5.0859, 34.2527,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   3.01,  40.32,  88.74,   -9.0,
0020200904, 120388, 013012,  805.9,  4.5103, 27.208,  4.5735, 34.3412,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   3.11,  41.85,  -9.00,   -9.0,
0020200903, 120388, 012819,  905.7,  4.1908, 27.320,  4.2604, 34.4384,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   3.07,  41.62, 107.37,   -9.0,
0020200902, 120388, 012621, 1005.7,  3.8422, 27.384,  3.9177, 34.4744,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,   3.07,  41.72, 114.52,   -9.0,
0020200901, 120388, 012606, 1005.9,  3.8413, 27.384,  3.9167, 34.4739,   -9.0, 34.4752,   -9.0,  2351.8, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201011, 120388, 044947,    2.1, 25.7457, 23.088, 25.7462, 34.9653,  221.3, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201010, 120388, 044857,    5.9, 25.7512, 23.086, 25.7525, 34.9652,  221.8, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201009, 120388, 044659,   22.8, 25.6970, 23.105, 25.7021, 34.9678,  219.4, 34.9689,  205.2,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201008, 120388, 044600,   48.6, 25.6470, 23.126, 25.6577, 34.9745,  216.6, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201007, 120388, 044507,   73.0, 24.9696, 23.351, 24.9854, 34.9983,  215.1, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201006, 120388, 044413,   98.2, 23.7196, 23.807, 23.7401, 35.1073,  208.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201005, 120388, 044304,  126.0, 21.9176, 24.364, 21.9425, 35.1598,  200.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201004, 120388, 044153,  152.7, 20.3448, 24.806, 20.3735, 35.1769,  194.5, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201003, 120388, 044034,  177.4, 19.1428, 25.044, 19.1747, 35.0760,  191.4, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201002, 120388, 043459,  454.5,  8.3496, 26.514,  8.3971, 34.0994,  163.7, 34.1022,  153.5,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201001, 120388, 042447, 1005.4,  3.9086, 27.380,  3.9846, 34.4769,   48.2, 34.4782,   44.9,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201111, 120388, 075333,    1.8, 25.7225, 23.108, 25.7229, 34.9825,   -9.0, 34.9862,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201110, 120388, 075138,   20.6, 25.6476, 23.132, 25.6521, 34.9827,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201109, 120388, 074806,   46.6, 25.6329, 23.139, 25.6432, 34.9860,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201108, 120388, 074634,   73.5, 25.4728, 23.188, 25.4890, 34.9865,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201107, 120388, 074515,   99.4, 23.8173, 23.737, 23.8381, 35.0523,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201106, 120388, 074358,  125.0, 22.0691, 24.321, 22.0939, 35.1588,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201105, 120388, 074253,  150.1, 21.1957, 24.588, 21.2247, 35.1914,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201104, 120388, 074135,  176.3, 19.5610, 24.959, 19.5932, 35.1065,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201103, 120388, 073921,  251.3, 15.5607, 25.566, 15.5997, 34.6335,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201102, 120388, 073739,  304.0, 13.1773, 25.859, 13.2195, 34.3561,   -9.0, 34.3484,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201101, 120388, 073314,  506.5,  7.5170, 26.641,  7.5670, 34.1037,   -9.0, 34.1038,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201205, 120388, 105100,   11.5, 25.6926, 23.130, 25.6951, 34.9987,  204.6, -9.0000,  208.5,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201204, 120388, 104705,  152.2, 21.6321, 24.443, 21.6619, 35.1589,  185.8, 35.1542,  199.4,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201203, 120388, 103824,  557.5,  6.5069, 26.772,  6.5579, 34.0951,  101.2, 34.0955,   90.8,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201202, 120388, 103347,  755.5,  4.7942, 27.139,  4.8547, 34.2934,   36.3, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201201, 120388, 102734, 1006.4,  3.9106, 27.373,  3.9867, 34.4689,   47.1, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201311, 120388, 135443,    1.7, 25.6660, 23.118, 25.6663, 34.9723,  212.6, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201310, 120388, 135335,   21.4, 25.6575, 23.122, 25.6623, 34.9748,  207.0, 34.9744,  205.7,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201309, 120388, 135225,   46.1, 25.6412, 23.140, 25.6514, 34.9913,  205.3, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201308, 120388, 135111,   72.3, 24.2935, 23.574, 24.3089, 35.0239,  201.4, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201307, 120388, 135000,   96.9, 23.3825, 23.905, 23.4025, 35.1068,  195.9, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201306, 120388, 134846,  124.1, 22.1744, 24.283, 22.1991, 35.1483,  192.3, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201305, 120388, 134730,  148.8, 21.3773, 24.517, 21.4061, 35.1639,  183.9, 35.1805,  191.4,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201304, 120388, 134558,  175.6, 19.9227, 24.911, 19.9551, 35.1673,  184.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201303, 120388, 134230,  302.9, 12.6606, 25.922, 12.7015, 34.3049,  194.8, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201302, 120388, 133723,  499.1,  7.8314, 26.594,  7.8818, 34.1023,  139.8, 34.1072,  130.5,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201301, 120388, 132700, 1027.6,  3.8804, 27.385,  3.9580, 34.4806,   48.1, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201404, 120388, 164401,   32.6, 25.6447, 23.148, 25.6519, 35.0031,  202.4, 35.0036,  204.9,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201403, 120388, 164122,  159.4, 20.8144, 24.692, 20.8448, 35.1920,  183.6, 35.1852,  194.2,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201402, 120388, 164001,  208.2, 17.7834, 25.272, 17.8189, 34.9292,  184.2, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201401, 120388, 163502,  495.2,  7.2600, 26.657,  7.3079, 34.0785,  128.4, 34.0785,  120.9,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201511, 120388, 194714,    1.6, 25.6488, 23.129, 25.6492, 34.9795,  195.8, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201510, 120388, 194554,   21.6, 25.6389, 23.132, 25.6437, 34.9801,  212.3, 34.9811,  203.9,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201509, 120388, 194453,   46.4, 25.5312, 23.175, 25.5414, 34.9928,  202.1, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201508, 120388, 194342,   72.1, 24.9460, 23.367, 24.9616, 35.0094,  204.3, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201507, 120388, 194222,   97.9, 23.3893, 23.901, 23.4095, 35.1034,  194.7, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201506, 120388, 194103,  125.8, 22.4258, 24.203, 22.4511, 35.1359,  194.1, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201505, 120388, 193945,  151.1, 21.3254, 24.527, 21.3547, 35.1585,  185.8, 35.1443,  190.1,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201504, 120388, 193850,  176.9, 19.8520, 24.909, 19.8846, 35.1407,  181.7, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201503, 120388, 193554,  303.9, 12.6595, 25.916, 12.7005, 34.2971,  194.2, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201502, 120388, 193102,  543.1,  6.2976, 26.769,  6.3463, 34.0559,  105.6, 34.0550,   95.4,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201501, 120388, 192254, 1021.6,  3.8065, 27.394,  3.8830, 34.4824,   48.1, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201607, 120388, 225007,   19.3, 25.6410, 23.139, 25.6453, 34.9893,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201606, 120388, 224454,  302.8, 13.0453, 25.871, 13.0870, 34.3366,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201605, 120388, 224242,  404.6,  9.2155, 26.383,  9.2603, 34.1050,   -9.0, 34.1021,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201604, 120388, 224035,  504.2,  7.3180, 26.667,  7.3670, 34.1021,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201603, 120388, 223732,  605.2,  5.5755, 26.873,  5.6267, 34.0728,   -9.0, 34.0714,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201602, 120388, 223446,  754.1,  4.8147, 27.139,  4.8752, 34.2966,   -9.0, -9.0000,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201601, 120388, 223008, 1005.3,  3.8970, 27.383,  3.9729, 34.4798,   -9.0, 34.4811,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201803, 120488, 012727,   23.1, 25.6562, 23.131, 25.6613, 34.9860,   -9.0, 34.9825,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201802, 120488, 012450,  141.8, 21.4054, 24.508, 21.4330, 35.1626,   -9.0, 35.1555,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201801, 120488, 011701,  538.6,  6.8142, 26.690,  6.8645, 34.0425,   -9.0, 34.0399,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201903, 120488, 024920,   17.4, 25.6670, 23.123, 25.6708, 34.9795,   -9.0, 34.9776,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201902, 120488, 024549,  138.8, 21.6518, 24.447, 21.6790, 35.1714,   -9.0, 35.1677,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020201901, 120488, 023657,  605.5,  6.0037, 26.839,  6.0570, 34.0968,   -9.0, 34.0958,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202003, -00009, -00009,   17.6, 25.6540, 23.132, 25.6579, 34.9855,   -9.0, 34.9794,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202002, -00009, -00009,  140.0, 21.3916, 24.505, 21.4187, 35.1536,   -9.0, 35.1557,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202001, -00009, -00009,  507.4,  7.4741, 26.649,  7.5240, 34.1061,   -9.0, 34.1061,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202103, -00009, -00009,   25.3, 25.6583, 23.138, 25.6639, 34.9955,   -9.0, 34.9913,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202102, -00009, -00009,  144.0, 20.8395, 24.646, 20.8669, 35.1409,   -9.0, 35.1354,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202101, -00009, -00009,  507.3,  7.3874, 26.666,  7.4370, 34.1123,   -9.0, 34.1061,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202203, -00009, -00009,   21.2, 25.6564, 23.139, 25.6611, 34.9964,   -9.0, 34.9927,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202202, -00009, -00009,  140.9, 20.8649, 24.645, 20.8918, 35.1482,   -9.0, 35.1410,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202201, -00009, -00009,  403.9,  9.4094, 26.359,  9.4546, 34.1139,   -9.0, 34.1161,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202303, -00009, -00009,   21.4, 25.6375, 23.139, 25.6422, 34.9879,   -9.0, 34.9832,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202302, -00009, -00009,  150.4, 20.0693, 24.856, 20.0972, 35.1462,   -9.0, 35.1513,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202301, -00009, -00009,  480.0,  7.8529, 26.587,  7.9014, 34.0981,   -9.0, 34.0946,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
0020202403, -00009, -00009,   15.4, 25.6390, 23.136, 25.6424, 34.9844,   -9.0, 34.9817,   -9.0,    -9.0, -9.000,    -9,  -9.00,  -9.00,  -9.00,   -9.0,
